label,text
Gestionarea produselor date in custodie,Ce este o gestiune pentru bunuri trimise la terti?
Gestiuni care nu sunt afisate in raportul de gestiune zilnica,Am o gestiune cantitativ-valorica si nu apare in raportul de gestiune zilnica.
Gestiuni care nu sunt afisate in raportul de gestiune zilnica,Am acces la toate gestiunile dar nu imi apar in raportul de gestiune zilnica.
Gestiuni care nu sunt afisate in raportul de gestiune zilnica,"Cum aflu totalul vanzarilor, pe cote TVA?"
Gestiuni care nu sunt afisate in raportul de gestiune zilnica,cum vad total vanzari pe cote de TVA
Gestiuni care nu sunt afisate in raportul de gestiune zilnica,nu pot sa vad toate gestiunile in raportul de gestiune zilnica
Grafic de incasari pe clienti,Aveti disponibil un grafic de incasari pe clienti?
Grafic de incasari pe clienti,De unde scot un grafic de facturi pe clienti?
Grafic de incasari pe clienti,Exista un grafic pe clienti?
Grafic de incasari pe clienti,grafic de incasari pe client
Grafic de incasari pe clienti,grafic pe client?
Grafic de incasari pe clienti,emit grafic pe client
Grafice pentru facturi si incasari,Unde gasesc un grafic cu incasarile?
Grafice pentru facturi si incasari,Exista un grafic cu facturi si incasari?
Grafice pentru facturi si incasari,Am nevoie de un grafic cu facturile emise.
Grafice pentru facturi si incasari,Pot scoate un grafic lunar de incasari?
Grafice pentru facturi si incasari,unde gasesc un grafic cu facturile
Grafice pentru facturi si incasari,pot extrage un grafic cu facturi si incasari?
Grafice pentru facturi si incasari,vreau sa scot un grafic de incasari si facturi
Grafice pentru facturi si incasari,pot extrage un grafic de facturi
Gratuitate firme conta,Gratuitate firme conta
Gratuitate firme conta,firma conta
Gratuitate firme conta,abonement pentru firma de contabilitate
Identificare factura care nu a descarcat stocul si reglarea ulterioara a acestuia,cum gasesc o factura care nu a descarcat stocul
Identificare factura care nu a descarcat stocul si reglarea ulterioara a acestuia,ce fac cu factura care nu mi-a descarcat stocul
Identificare factura care nu a descarcat stocul si reglarea ulterioara a acestuia,cum gasesc o factura care nu a descarcat stocul
Identificare gestiune sincronizata cu SmartBill POS,Cum verific in POS cu ce gestiune am sincronizat aceasta aplicatie?
Identificare gestiune sincronizata cu SmartBill POS,Nu imi dau seama ce gestiune este legata la POS
Identificare gestiune sincronizata cu SmartBill POS,Unde vad care e gestiunea sincronizata acum la POS?
Identificare gestiune sincronizata cu SmartBill POS,Vreau sa vad in POS care e gestiunea conectata la aplicatie
Identificare IBAN asociat unui furnizor,Unde vad iban-ul furnizorului?
Identificare IBAN asociat unui furnizor,In ce meniu apare adresa furnizorului?
Identificare IBAN asociat unui furnizor,Nu gasesc iban-ul furnizorului.
Identificare IBAN asociat unui furnizor,IBAN pentru furnizor
Identificare IBAN asociat unui furnizor,cum setez IBAN la furnizor
Identificare informatii despre abonamentul SmartBill activ in mod curent,Unde vad ce abonament am?
Identificare informatii despre abonamentul SmartBill activ in mod curent,Se afiseaza undeva data de expirare a abonamentului?
Identificare informatii despre abonamentul SmartBill activ in mod curent,Vreau sa stiu cate documente mai am disponibile.
Identificare informatii despre abonamentul SmartBill activ in mod curent,Nu gasesc ce pachet am activat.
Identificare informatii despre abonamentul SmartBill activ in mod curent,Cum verific cate documente am emis?
Identificare informatii despre abonamentul SmartBill activ in mod curent,CAND EXPIRA ABOMANENTUL ?
Identificare informatii despre abonamentul SmartBill activ in mod curent,am abonamentul expirat?
Identificare lista de clienti in SmartBill,Unde gasesc lista de clienti?
Identificare lista de clienti in SmartBill,Pot sa import o lista de clienti?
Identificare lista de clienti in SmartBill,Pot sa export o lista de clienti?
Identificare lista de clienti in SmartBill,De unde salvez lista de clienti?
Identificare lista de clienti in SmartBill,In ce meniu incarc lista de clienti?
Identificare lista de clienti in SmartBill,De unde export clientii?
Identificare lista de clienti in SmartBill,Cum export clientii?
Identificare lista de clienti in SmartBill,Cum export lista de clienti?
Identificare marja de profit pe client,Unde pot vedea marja de profit pe client?
Identificare marja de profit pe client,Programul calculeaza marja de profit pe client?
Identificare marja de profit pe client,"Cum aflu marja de profit a clientului, cand emit factura?"
Identificare marja de profit pe client,cum gasesc marja de profit pe client
Identificare pret de achizitie la emiterea facturii,Unde vad pretul de achizitie la emiterea facturii ca nu cumva sa vand sub acesta?
Identificare pret de achizitie la emiterea facturii,Cum pot sa vad pretul de achizitie cand emit o factura?
Identificare pret de achizitie la emiterea facturii,Vreau sa vad pretul de achizitie cand emit factura.
Identificare pret de achizitie la emiterea facturii,"Cum pot sa vad pretul de achizitie, cand emit factura?"
Identificare pret de achizitie la emiterea facturii,pretul de achizitie cand emit o factura?
Identificarea discountului maxim care se poate acorda raportat la profitul pe produs,Cum aflu de discount maxim pot acorda?
Identificarea discountului maxim care se poate acorda raportat la profitul pe produs,Nu stiu ce discount maxim pot aplica la facturare.
Identificarea discountului maxim care se poate acorda raportat la profitul pe produs,"Unde apare valoarea discount-ului maxim, pe care il pot aplica la facturare?"
Import Borderou Curier,De unde pot sa import borderoul de la curier?
Import Borderou Curier,Cum pot sa import borderoul de incasari?
Import Borderou Curier,In ce meniu am optiunea de import borderou?
Import Borderou Curier,Exista optiune de import borderou?
Import Borderou Curier,pot sa import borderouri de la curier?
Import Borderou Curier,vreau sa import un borderou de la curier
Import Borderou Curier,vreau sa import un borderou de la courier
Import Borderou Curier,Import Borderou Curier
Import borderou de la curier (identificare curier compatibil),Se pot importa borderouri de la orice curier?
Import borderou de la curier (identificare curier compatibil),curieri sunt compatibili pentru importul borderourilor?
Import borderou de la curier (identificare curier compatibil),Aveti o lista cu borderourile de incasari compatibile?
Import borderou de la curier (identificare curier compatibil),In ce format se pot importa borderourile de incasari?
Import borderou de la curier (identificare curier compatibil),ce borderouri sunt compatibile?
Import borderou de la curier (identificare curier compatibil),ce format utilizez pentru import borderou de la curier?
Import borderou eMag,importa borderourile de incasari din EMAG
Import borderou eMag,borderou Emag
Import borderou eMag,Pot prelua incasarile din eMAG?
Import borderou eMag,De unde pot prelua borderoul din eMAG?
Import borderou eMag,Cum se preiau incasarile din emag?
Import borderou eMag,Preluarea incasarilor din emag
Import extras cont (banci compatibile),"Cum fac, ca facturile incasete prin banca sa imi apara achitATE?"
Import extras cont (banci compatibile),Am incasari prin banca dar facturile apar tot neincasate.
Import extras cont (banci compatibile),Cum emit incasari pentru facturile ce s-au platit prin banca?
Import extras cont (banci compatibile),Cum fac sa imi apara facturile ca incasate?
Import extras cont (banci compatibile),Vreau ca facturile incasate prin banca sa imi apara incasate si in program.
Import extras cont (banci compatibile),import extrase<br>
Import extras cont (banci compatibile),de la ce banci aveti import
Import extras de cont bancar,Cum import extrasul de cont?
Import extras de cont bancar,Din ce meniu se importa extrasul de cont?
Import extras de cont bancar,Pot importa extrase de cont in program?
Import extras de cont bancar,Vreau sa import extrasul de cont.
Import extras de cont bancar,cum import extrasul de cont
Import extras de cont bancar,trebuie sa export extrasul de cont
Import extras de cont bancar,Cum import extrasele?
Import extras de cont bancar,pot prelua extrasele bancare?
Import informatii / documente emise in SmartBill ,Se poate face import de date in Facturare?
Import informatii / documente emise in SmartBill ,Vreau sa incarc baza de date din alt program in programul de facturare
Import informatii / documente emise in SmartBill ,Folosesc alt program si vreau sa transfer datele in SmartBill facturare
Import informatii / documente emise in SmartBill ,Va rog sa ma ajutati sa import date in programul de facturare.
Import stoc initial,cum pot sa imi adaug stocul din alt program in SmartBill
Import stoc initial,cum pot prelua stocul din programul de contabilitate in SmartBill
Import stoc initial,cum incarc stocul existent de marfa in program
Import stoc initial,cum adaug produsele in gestiunea configurata
Import stoc initial,cum fac import de stoc in SmartBill
Import stoc initial,Importa stoc in SmartBill
Import stoc initial,configurare stoc existent in progrogram
Import stoc initial,Import stoc initial
Imposibilitatea selectarii unei serii noi la emitere document,incerc sa adaug o noua serie de documente si desi pare ca functioneaza totul nu imi apare la serii
Imposibilitatea selectarii unei serii noi la emitere document,De ce nu imi apare seria noua?
Imposibilitatea selectarii unei serii noi la emitere document,Nu merge sa emit factura cu o serie noua
Imposibilitatea selectarii unei serii noi la emitere document,Programul nu ma lasa sa selectez seria noua cand emit
Imposibilitatea selectarii unei serii noi la emitere document,De ce nu vad seria nou adaugata la emitere?
Imposibilitatea selectarii unei serii noi la emitere document,nu pot genera o serie noua
Imposibilitatea selectarii unei serii noi la emitere document,cum genereze o serie nou pentru documente
Imposibilitatea selectarii unei serii noi la emitere document,Selectarea unei serii noi la emitere document
Imposibilitatea selectarii unei serii noi la emitere document,Imposibilitatea selectarii unei serii noi la emitere document
Imprimante mobile compatibile cu SmartBill (Android),Cu ce imprimante mobile este compatibila aplicatia SmartBil?
Imprimante mobile compatibile cu SmartBill (Android),"Vreau sa tiparesc facturi pe teren, se poate asta de pe aplicatia de mobil."
Imprimante mobile compatibile cu SmartBill (Android),"Am o imprimanta mobila de tip x, se poate conecta cu aplicatia de mobil SmartBill."
Imprimante mobile compatibile cu SmartBill (Android),Am un telefon cu iOS si vreau sa conectez o imprimanta mobila. Va rog sa imi spuneti daca se poate conecta pe iOS si ce imprimante sunt compatibile?
Inactivarea produselor fara stoc,Vreau sa nu mai apara produsele fara stoc la vanzare.
Inactivarea produselor fara stoc,Am produse pe care nu le mai vand si imi tot apar la emiterea facturii.
Inactivarea produselor fara stoc,De unde pot inactiva produsele?
Inactivarea produselor fara stoc,Unde gasesc optiunea de inactivare produse?
Inactivarea produselor fara stoc,Cum dezactivez produsele fara stoc
Inactivarea produselor fara stoc,Cum inactivez produsele fara stoc
Inactivarea produselor fara stoc,Cum dezactivez produsele
Inactivarea produselor fara stoc,Cum inactivez produsele
Inactivarea produselor fara stoc,Inactivarea produselor fara stoc
Incarcarea produselor in stoc prin stornare,produsele stornate se incarca in gestiune
Incarcarea produselor in stoc prin stornare,produsele stornate se incarca in gesitune cu minus
Incarcarea produselor in stoc prin stornare,incarcare produse cu minus in gestiune cand sunt stornate produsele
Incarcarea produselor in stoc prin stornare,stornare produse si incarcare gestiune
Incarcarea produselor in stoc prin stornare,stornare factura cu descarcare din gesiune
Incarcarea produselor in stoc prin stornare,Incarcarea produselor in stoc prin stornare
Incasare factura cu bon fiscal,"Pentru a emite si tipari un bon fiscal la o factura emisa, ce pasi trebuie sa urmez"
Incasare factura cu bon fiscal,Pot sa incasez o factura in program cu bon fiscal
Incasare factura cu bon fiscal,Cum tiparesc un bon fiscal pentru o factura incasata
Incasare factura cu bon fiscal,Cum incasez o factura cu bon fiscal
Incasare factura cu bon fiscal,Incasare factura cu bon fiscal
Incasare factura cu bon fiscal,cum pot sa incasez pe o factura cu bon fiscal
Incasare factura cu bon fiscal,vreau sa tiparesc bonul fiscal de incasare a unei facturi
Incasare factura cu bon fiscal,Cum incasez o factura cu bon fiscal?
Incasare factura cu bon fiscal,Cum fac incasare cu bon fiscal pentru o factura?
Incasare factura cu bon fiscal,Incasare cu bon fiscal pe factura
Incasare factura cu bon fiscal,Incasare factura prin bon fiscal
"Incasare factura, data document de plata gresit",in momentul in care am dat incasare unei facturi s-a gresit data documentului de plata
Incasare proforma,De ce nu pot incasa o proforma?
Incasare proforma,Cum pot incasa o proforma
Incasare proforma,incasare proforma
Incasarea unui bon fiscal,Cum incasez un bon fiscal?
Incasarea unui bon fiscal,Pot incasa un BF si numerar si card?
Incasari multiple,"Inregistrare incasare client, mai multe facturi platite, o singura inregistrare"
Incasari multiple,am mai multe facturi neplatite si doresc sa fac o singura chitanta pentru toate facturile.
Incasari multiple,de ce nu pot incasa mai multe facturi de o data?
Incasari multiple,As dori sa marchez in bulk facturi ca fiind incasate.
Incasari multiple,Daca dorim sa trecem incasarea la un client si valoarea platita este aferenta mai multor facturi cum putem sa trecem doar o data incasarea.
Incasari multiple,Incasari multiple
Incasari multiple,o singura inregistrare a incasarii pentru mai multe facturi
Incasari multiple,incasari multiple intr-o singura inregistrare
Informatii abonament SmartBill Gold,Vreau mai multe detalii despre gold
Informatii abonament SmartBill Gold,Ce include pachetul gold?
Informatii abonament SmartBill Gold,Vreau abonamentul gold
Informatii abonament SmartBill Gold,Cat costa pachetul Gold?
Informatii abonament SmartBill Gold,Cate documente pot sa emit la pachetul de mijloc?
Informatii abonament SmartBill Platinum,Vreau mai multe detalii despre Platinum
Informatii abonament SmartBill Platinum,Ce include pachetul platinum?
Informatii abonament SmartBill Platinum,Cat costa pachetul platinum?
Informatii abonament SmartBill Platinum,Cat costa pachetul nelimitat?
Informatii abonament SmartBill Platinum,Vreau abonamentul nelimitat
Informatii abonament SmartBill Platinum,oferta pentru facturare platinum <br>
Informatii abonament SmartBill Platinum,doresc sa achiziÈ›ionez abonament platinum pe 1 luna
Informatii abonament SmartBill Platinum,abonament platinum
Informatii abonament SmartBill Platinum,abonamente SmartBill
Informatii abonament SmartBill Platinum,abonamente facturare
Informatii abonament SmartBill Platinum,azi imi expira contul. As dori sa il prelungesc
Informatii abonament SmartBill Silver,Vreau mai multe detalii despre silver
Informatii abonament SmartBill Silver,Ce include pachetul silver?
Informatii abonament SmartBill Silver,Vreau abonamentul de facturare cel mai mic
Informatii abonament SmartBill Silver,Cat costa pachetul Silver?
Informatii abonament SmartBill Silver,Cate documente pot sa emit la pachetul cel mai mic?
Informatii abonament SmartBill Silver,ACTIVARE TEMPORARA ABONAMENT SILVER
Informatii afisate in raportul Profit pe produs,Ce informatii imi afiseaza raportul de profit pe produs?
Informatii afisate in raportul Profit pe produs,Ce inseamna raportul de profit pe produs?
Informatii afisate in raportul Profit pe produs,Ce reprezinta raportul de profit?
Informatii afisate in raportul Profit pe produs,Va rog sa imi detaliati raportul de profit.
Informatii afisate in raportul Profit pe produs,La ce anume foloseste raportul de profit?
Informatii afisate in raportul Profit pe produs,report de profit pe produs
Informatii afisate in raportul Profit pe produs,ce imi este afisat in raportul de profit?
injuraturi,injuraturi
injuraturi,fuck you
injuraturi,CLOSE THE FUCKIING CHAT
injuraturi,stupid bot!!
injuraturi,MUIE
injuraturi,pt ce plm e mizeria asta de chat ?
Inregistrare cheltuieli,Cum inregistrez o cheltuiala in SB?
Inregistrare cheltuieli,Cum pot sa tin evidenta cheltuielilor firmei mele?
Inregistrare cheltuieli,Cum pot tine un jurnal de cheltuieli in SmartBill?
Inregistrare cheltuieli,Cum inregistrez facturi de la furnizor care nu contin produse din gestiune?
Inregistrare factura de discount,Cum inregistrez o factura de la furnizorul meu care contine un discount fara alte produse?
Inregistrare factura de discount,"Am o factura de la furnizor doar cu discount, cum o inregistrez?"
Inregistrare factura de discount,"Am primit o factura de minus de la furnizor si nu stiu cum sa o inregistrez, cum sa procedez?"
Inregistrare factura de discount,"Am achizitionat anterior niste produse de la furnizor si acum am primit o factura de discount, unde o pot introduce?"
Inregistrare factura de discount,Cum introduc o factura de discount de la furnizor?
Inregistrare factura de discount,Cum inregistrez factura de discount?
Inregistrare factura de discount,Am primit o factura de discount de la furnizor.
Inregistrare incasari fara modificarea soldului din registrul de casa,"Am procesat o incasare partiala, soldul clientului apare corect, dar soldul de casa nu a crescut."
Inregistrare incasari fara modificarea soldului din registrul de casa,"Cum adaug o incasare partiala pentru o factura, in registrul de casa?"
Inregistrare incasari fara modificarea soldului din registrul de casa,Am incasat partial o factura dar nu apare incasarea in registrul de casa
Inregistrare incasari fara modificarea soldului din registrul de casa,Soldul din registrul de casa nu s-a modificat la incasarea facturii. Cum actualizez?
Inregistrare incasari fara modificarea soldului din registrul de casa,"Cum schimb soldul din casa, daca factura a fost incasata?"
Inregistrare incasari fara modificarea soldului din registrul de casa,"Am procesat o incasare partiala, soldul clientului apare corect, dar soldul de casa nu a crescut cu valoarea incasarii partiale."
Inregistrare retur prin stornarea unui bon fiscal,Cum inregistrez un retur prin stornarea unui bon fiscal?
Inregistrare retur prin stornarea unui bon fiscal,Cum introduc produse inapoi pe stoc dupa ce stornez un bon fiscal?
Inregistrare retur prin stornarea unui bon fiscal,Cum stornez un bon fiscal?
Inregistrare retur prin stornarea unui bon fiscal,"Cum introduc un produs ce s-a vandut cu bon fiscal, inapoi in gestiune?"
Inregistrare retur prin stornarea unui bon fiscal,Vreau sa fac un retur si sa stornez bonul
Inregistrare retur prin stornarea unui bon fiscal,Cum pot face retur la un reper care a fost scos din gestiune cu bon fiscal?
Inregistrare retur prin stornarea unui bon fiscal,Cum fac sa incarc stocul cu un produs vandut cu bon si primit retur?
Inregistrare retur prin stornarea unui bon fiscal,Am primit un produs ca retur si nu stiu cum sa il bag in gestiune.
Inregistrare retur prin stornarea unui bon fiscal,S-a intors clientul cu un produs ce l-am vandut cu bon si nu stiu sa il adaug in stoc.
Inregistrare retur prin stornarea unui bon fiscal,Vreau sa fac retur la furnizor dupa ce am vandut pe bon fiscal
Inregistrare retur prin stornarea unui bon fiscal,Inregistrarea unui retur pentru produs vandut prin Bon Fiscal
Inregistrare retur prin stornarea unui bon fiscal,storno bon fiscal
"Inregistrarea documentelor de la furnizor cu ""minus""",Am primit o reducere comerciala de la furnizor.
"Inregistrarea documentelor de la furnizor cu ""minus""",factura furnizor cu reducere comerciala
"Inregistrarea documentelor de la furnizor cu ""minus""",factura furnizor cu reducere
"Inregistrarea documentelor de la furnizor cu ""minus""",inregistrare factura cu minus de la furnizor
Integrare Emag Marketplace,Exista vreo integrare cu Emag Marketplace pentru a putea genera automat facturile ?
Integrare Emag Marketplace,Exista vreo solutie pentru a automatiza facturarea comenzilor din emag?
Integrare Emag Marketplace,Vreau sa facturez automat comenzile din eMAG.
Integrare Emag Marketplace,"Cum integrez SmartBill cu eMAG, pentru facturare automata comenzi?"
Integrare Emag Marketplace,Cum se integreaza smartbill-ul cu emag marketplace?
Integrare Emag Marketplace,Integrare Emag Marketplace
Integrare EuPlatesc ,Aveti integrare cu EuPlatesc?
Integrare EuPlatesc ,Pot integra EuPlatesc cu SmartBill?
Integrare EuPlatesc ,Cum pot integra SmartBill cu EuPlatesc?
Integrare EuPlatesc ,exista integrare cu EuPlatesc
Integrare EuPlatesc ,configurare integrare cu EuPlatesc
Integrare EuPlatesc ,Exista integrare cu EuPlatesc?
Integrare EuPlatesc ,Din ce meniu pot seta contul de EuPlatesc?
Integrare mobilPay ,Pot integra mobilPay cu SmartBill?
Integrare mobilPay ,Din ce meniu pot seta contul de mobilPay?
Integrare mobilPay ,Exista integrare cu mobilPay?
Integrare mobilPay ,Cum pot integra SmartBill cu mobilPay?
Integrare mobilPay ,cum ma pot integra cu mobilPay
Integrare mobilPay ,Aveti integrare cu mobilPay?
Integrare OLX,"Buna ziua, Va rog sa-mi spune-ti daca modulul smartbill se poate integra si cu Olx"
Integrare platforma Amazon cu SmartBill,Ofertii solutii de integrare al platformelor Amazon cu Smart Bill?
Integrare platforma Amazon cu SmartBill,Se poate integra platforma Amazon cu SmartBill?
Integrare platforma Amazon cu SmartBill,Aveti un modul/plugin de integrare cu Amazon?
Integrare platforma Amazon cu SmartBill,Se pot emite facturi din Amazon in SmartBill?
Integrare platforma Amazon cu SmartBill,Solutii de integrare al platformelor Amazon cu Smart Bill
Integrare platforma Amazon cu SmartBill,integrare Amazon cu Smartbill
Integrarea cu magazinele online,Aveti integrare cu magazinele online?
Integrarea cu magazinele online,Am nevoie sa integrez SmartBill cu site-ul.
Integrarea cu magazinele online,Cum integrez SmartBill cu magazinul meu online?
Integrarea cu magazinele online,Unde gasesc detalii legate de integrarea API?
Integrarea cu magazinele online,API cu magazin online
Integrarea cu magazinele online,magazin online
Integrarea cu magazinele online,Cum pot sa imi integrez contul SmartBill cu magazinul meu online?
Integrarea cu magazinele online,Cum emit facturi din site?
Integrarea cu magazinele online,Se poate conecta magazinul meu la SmartBill?
Integrarea cu magazinele online,Va rog sa ma ajutati sa conectez site-ul la SmartBill.
Integrarea cu magazinele online,Cum fac integrarea intre site-ul meu si SmartBill?
Integrarea cu magazinele online,integrare api
Integrarea cu magazinele online,integrare site prin api
Integrarea cu magazinele online,"""nu aveti acces la API"""
Integrarea cu magazinele online,Cum obtin acces la API?
Intrebare,am si eu o intrebare
Inventarul,cum fac inventar?
Inventarul,Cum emit un inventar?
Inventarul,Trebuie sa intocmesc un inventar.
Inventarul,emit inventarul?
Inventarul,Cum adaug stocul din depozit pe inventar?
Inventarul,Cum completez stocul meu pe inventar?
Inventarul,cum inregistrez stocul din depozit pe inventar
Inventarul,completare stoc din depozit pe inventar
Inventarul,emit inventar
Inventarul,Unde gasesc un inventar?
Inventarul,Unde gasesc inventarul emis in program?
Inventarul,Unde gasesc toate inventarele emise?
Istoric accesare cont SmartBill,Unde pot vedea cand a fost accesat contul?
Istoric accesare cont SmartBill,Apare undeva de la ce IP s-a accesat contul?
Istoric accesare cont SmartBill,Vreau sa stiu cand a fost accesat contul ultima data.
Istoric accesare cont SmartBill,Gasesc un log cu accesarile contului si IP?
Istoric accesare cont SmartBill,Unde vad accesarile contului?
Istoric accesare cont SmartBill,Unde apare IP-ul de la care s-a accesat contul?
Istoric accesare cont SmartBill,Vreau sa stiu ip-ul de la care s-a accesat.
Istoric accesare cont SmartBill,Unde vad cand a fost accesat?
Istoric accesare cont SmartBill,De la ce ip s-a accesat
Istoric accesare cont SmartBill,Vreau sa vad ip-ul
Istoric accesare cont SmartBill,Ip-ul de accesare cont
La revedere,La revedere
La revedere,O zi buna
La revedere, Pe curand
La revedere,pa
La revedere,pa Robotule
live-chat-client-connected,ClientConnected
live-chat-connect-agent-to -waiting-client,ConnectToHelpdeskClientMultiChat
live-chat-get-online-helpdeskagents,show me the list of available agents
live-chat-get-online-helpdeskagents,Check available agents
live-chat-pending-calls-conversation-time-out,live-chat-pending-calls-conversation-time-out
Marcarea voucherelor folosite,de unde stiu cand cineva incaseaza cu un voucher
Marcarea voucherelor folosite,un voucher se poate folosi de mai multe ori
Marcarea voucherelor folosite,cum se indica ca un voucher este folosit
Marcarea voucherelor folosite,cum aflu cand s-a incasat un voucher
Marcarea voucherelor folosite,marcare manuala incasare voucher
Marcarea voucherelor folosite,cum aflu daca s-a utilizat un voucher
Marcarea voucherelor folosite,incasare voucher
Marcarea voucherelor folosite,Marcarea voucherelor folosite
Marja de profit,Programul calculeaza marja de profit?
Marja de profit,Pot genera o valoare pentru marja de profit?
Marja de profit,Gasesc in program un raport cu marja de profit?
Marja de profit,calcul marja de profit
Marja de profit,valoare pentru marja de profit
Marja de profit,raport pentru marja de profit
Marja de profit,Marja de profit
Memorare si autocompletare mentiuni pe documente,se poate sa salvez mentiunile
Memorare si autocompletare mentiuni pe documente,cum setez meniuni automate pe facturi
Memorare si autocompletare mentiuni pe documente,creare mentiuni pe facturi
Memorare si autocompletare mentiuni pe documente,memorare mentiuni pe facturi
Memorare si autocompletare mentiuni pe documente,ceeasi mentiune de fiecare data
Memorare si autocompletare mentiuni pe documente,meniuni automate pe facturi
Memorare si autocompletare mentiuni pe documente,salvez mentiunile
"Mesaj ""Firma expirata"" in contul SmartBill","Incerc sa emit o factura si imi scrie ""Firma expirata"""
"Mesaj ""Firma expirata"" in contul SmartBill",De ce am eroare firma expirata?
"Mesaj ""Firma expirata"" in contul SmartBill",De ce apare firma expirata cand vreau sa emit?
"Mesaj ""Firma expirata"" in contul SmartBill",Ce inseamna firma expirata?
"Mesaj ""Firma expirata"" in contul SmartBill",Vreau sa lucrez si apare firma expirata
"Mesaj ""Firma expirata"" in contul SmartBill","la emitere factura imi apare ""firma expirata"""
Mesaj de avertizare - ''clientul exista pe server'',Vreau sa emit o factura si apare eroarea ''clientul exista pe server''. Cum finalizez documentul?
Mesaj de avertizare - ''clientul exista pe server'',"Incerc sa adaug un client pe factura si imi apare mesajul ''clientul exista pe server'', ce pot face?"
Mesaj de avertizare - ''clientul exista pe server'',"Modific o factura si cand actualizez datele clientului imi apare mesajul ''clientul exista pe server'', cum pot rezolva."
Mesaj de avertizare - ''clientul exista pe server'',"Am mesajul ''clientul exista pe server'', cum pot rezolva."
Mesaj de avertizare - ''clientul exista pe server'',De ce apare eroare clientul exista pe server
Mesaj de avertizare - ''modulul de gestiune a expirat'',Imi apare mereu cand ma autentific mesaj cum ca mi-a expirat modulul de gestiune.
Mesaj de avertizare - ''modulul de gestiune a expirat'',Cum dezactivez optiunile de gestiune din meniu?
Mesaj de avertizare - ''modulul de gestiune a expirat'',Vreau sa revin la aplicatia de facturare fara gestiune
Mesaj de avertizare - ''modulul de gestiune a expirat'',mesaj expirare modul de gestiune
"Mesaj de avertizare - ""cheia privata nu coincide cu cea generata de NETOPIA Payments""",Incerc sa integrez aplicatia mobilpay - am introdus cheita primita si imi spune ca nu este cea buna
"Mesaj de avertizare - ""cheia privata nu coincide cu cea generata de NETOPIA Payments""","Am configurat un cont mobilPay, dar primesc eroare cand incerc sa salvez, ma puteti ajuta?"
"Mesaj de avertizare - ""cheia privata nu coincide cu cea generata de NETOPIA Payments""","Emit o factura si nu se afiseaza butonul de plata cu cardul, desi am configurat contul mobilPay, ce trebuie sa mai fac?"
"Mesaj de avertizare - ""cheia privata nu coincide cu cea generata de NETOPIA Payments""","Primesc eroare cand introduc cheia privata pentru configurarea contului mobilPay, ce nu fac bine?"
"Mesaj de avertizare - ""cheia privata nu coincide cu cea generata de NETOPIA Payments""",am eroare la integrarea aplicatie mobilpay
Mesajul: Finalizarea documentului va conduce la recalcularea valorilor de pe x documente ulterioare ,Finalizarea documentului va conduce la recalcularea valorilor de pe 1 document ulterior acestuia.
Mesajul: Finalizarea documentului va conduce la recalcularea valorilor de pe x documente ulterioare ,Incerc sa salvez o receptie si primesc mesajul Finalizarea documentului va conduce la recalcularea valorilor de pe 1 document ulterior acestuia.
Mesajul: Finalizarea documentului va conduce la recalcularea valorilor de pe x documente ulterioare ,la salvare receptie primes mesaj de recalculare valori document anterior
Mesajul: Finalizarea documentului va conduce la recalcularea valorilor de pe x documente ulterioare ,cand salvez receptia imi spune ca se recalculeaza valorile de pe un document anterior
Mesajul: Finalizarea documentului va conduce la recalcularea valorilor de pe x documente ulterioare ,Mesajul: Finalizarea documentului va conduce la recalcularea valorilor de pe x documente ulterioare acestuia.
Metode de plata a voucherului,cum stabilesc metodele de palta la voucher
Metode de plata a voucherului,nupot sa selectez contul iban pentru plata voucherelor
Metode de plata a voucherului,cum aleg contul iban pe care sa se faca plata voucherelor
Metode de plata a voucherului,Care sunt metodele de plata pentru voucher-ul online?
Metode de plata a voucherului,Prin ce metode se pot plati voucher-ele?
Metode de plata a voucherului,Pot plati voucher-ele cu cardul?
Metode de plata a voucherului,cum platesc voucher online
Metode de plata a voucherului,ce metoda de plata exista pentru voucher online
Metode de plata a voucherului,pot plati voucher cu card
Metode de plata a voucherului,vreau sa adaug si plata cu card online la metode de plata pentru vouchere
Metode de plata a voucherului,pot sa pun si plata cu card la vouchere
Metode de plata a voucherului,vreau sa schimb modul in care arata voucherele
Modalitati de plata abonament SmartBill,Prin ce metode de plata pot plati abonamentul?
Modalitati de plata abonament SmartBill,Cum achit abonament la SmartBill?
Modalitati de plata abonament SmartBill,Pot plati cu cardul proforma?
Modalitati de plata abonament SmartBill,Pot plati prin transfer bancar proforma?
Modalitati de plata abonament SmartBill,Unde pot sa fac plata pentru un abonament?
Modalitati de plata abonament SmartBill,prin ce metode de plata pot plati abonamentul?
Modalitati de plata abonament SmartBill,prin ce metode de plata pot plati abonamentul
Modalitati de plata abonament SmartBill,pot achita cash abonamentul proforma
Modificare adresa de email principala asociata contului SmartBill,vreau sa schimb adresa de email principala a contului
Modificare adresa de email principala asociata contului SmartBill,Cum schimb adresa de e-mail cu care m-am inregistrat?
Modificare adresa de email principala asociata contului SmartBill,Vreau sa modific adresa de e-mail a contului
Modificare adresa de email principala asociata contului SmartBill,vreau sa schimb adresa de email principala a contului
Modificare adresa de email principala asociata contului SmartBill,schimbare adresa de email cu care sunt inregistrat
Modificare adresa de email principala asociata contului SmartBill,vreau sa schimb adresa de email principala a contului
Modificare adresa de email principala asociata contului SmartBill,Vreau sa modific adresa de email a contului
